date,min_temp,max_temp,avg_temp,precip,Ra,ET0,cloud_correction,Dt,St
2014-03-21,-16.3,-8.2,-11.3,0.0,118.96350000935863,1.0325892574477507,0.5,0.0,76.43022819816217
2014-03-22,-23.3,-7.0,-13.3,0.0,118.89447264007416,1.0135052071088975,0.5,0.0,75.8769250963096
2014-03-23,-10.1,-7.8,-8.7,1.0,118.8252600591805,0.7694352651467611,0.5,0.0,76.45990808216675
2014-03-24,-16.2,-4.3,-9.7,0.0,118.75588397449236,1.5569391515215192,0.5,0.0,75.60959790777488
2014-03-25,-9.0,-0.5,-4.3,0.0,118.68636606168823,2.1918057786985305,0.5,0.0,74.42587252477965
2014-03-26,-6.1,-3.5,-4.9,0.2,118.61672795656249,1.1576581339830452,0.5,0.0,74.01044597687182
2014-03-27,-8.1,-5.8,-7.1,0.2,118.54699124738632,0.9026018827536465,0.5,0.0,73.73328906342782
2014-03-28,-14.7,0.8,-6.5,0.0,118.47717746738077,2.4730733373361584,0.5,0.0,72.43080455445022
2014-03-29,-2.4,7.6,1.8,0.0,118.40730808730672,3.443440496150107,0.5,0.0,70.6492962289393
2014-03-30,-7.6,-2.3,-4.8,0.0,118.33740450817409,3.323466655910489,1.0,0.0,68.9721492269363
2014-03-31,-9.0,-3.7,-6.9,0.0,118.26748805407381,2.784952578726854,1.0,0.0,67.60011947800851
2014-04-01,-6.4,-0.1,-3.2,0.0,118.19757996513586,4.064617796110197,1.0,0.0,65.6374862733693
2014-04-02,-3.7,7.1,1.6,0.0,118.12770139061632,7.067297281503868,1.0,0.0,62.324060356908376
2014-04-03,-2.9,8.3,1.3,0.0,118.05787338211604,7.081501207606893,1.0,0.0,59.17157529490544
2014-04-04,-0.8,12.0,5.3,0.0,117.98811688693367,9.150466461730732,1.0,0.0,55.304093043306814
2014-04-05,-0.3,11.7,6.0,0.0,117.91845274155527,9.12299320047151,1.0,0.0,51.700244009075874
2014-04-06,0.1,13.0,6.7,0.0,117.84890166528308,9.731381037803072,1.0,0.0,48.1065670505065
2014-04-07,-3.3,17.6,8.1,0.0,117.77948425400575,13.086712286862205,1.0,0.0,43.60973274980204
2014-04-08,7.3,21.6,14.8,0.0,117.71022097411127,13.617199271769701,1.0,0.0,39.36800117092579
2014-04-09,0.0,12.8,6.1,2.8,117.64113215654491,4.719761840309293,0.5,0.0,40.840804101955875
2014-04-10,-2.8,16.1,7.7,0.0,117.57223799101398,6.11552676244806,0.5,0.0,39.05678245563152
2014-04-11,2.6,16.1,8.7,10.9,117.5035585203402,5.36811462555113,0.5,0.0,48.459201847581205
2014-04-12,-6.7,2.7,-2.3,0.7,117.43511363496158,2.618494106574048,0.5,0.0,48.252843744387114
2014-04-13,-9.5,6.9,-1.4,0.0,117.36692306758445,3.657375022628545,0.5,0.0,46.99228127666198
2014-04-14,-6.9,16.7,5.9,0.0,117.29900638798705,6.336605708686529,0.5,0.0,44.86534157807698
2014-04-15,0.1,13.3,8.0,10.0,117.23138299797486,5.155948413344877,0.5,0.0,53.21303167290797
2014-04-16,-2.7,1.9,-0.3,5.6,117.16407212648893,2.0633334814562736,0.5,0.0,58.02877288790437
2014-04-17,-2.2,13.6,5.7,0.0,117.097092824867,5.132163955096017,0.5,0.0,55.90153591237754
2014-04-18,0.3,12.0,4.7,1.9,117.03046396225821,4.226028087716697,0.5,0.0,56.11409690586174
2014-04-19,-3.1,15.1,6.3,0.0,116.96420422119118,5.642397915699234,0.5,0.0,53.85253930998332
2014-04-20,2.6,15.0,9.8,0.0,116.89833209329555,5.330724557393738,0.5,0.0,51.80201749728518
2014-04-21,-1.9,18.0,9.6,0.0,116.83286587517668,13.400781623455927,1.0,0.0,46.84353518203117
2014-04-22,-0.7,21.2,9.4,1.5,116.76782366444297,6.973842754752421,0.5,0.0,46.01011055034404
2014-04-23,3.8,12.9,8.3,0.0,116.70322335588595,4.311238594259616,0.5,0.0,44.59324937655265
2014-04-24,-2.4,13.9,7.2,0.0,116.63908263781127,5.523774102681868,0.5,0.0,42.83379911897668
2014-04-25,0.2,9.9,5.0,0.0,116.57541898852101,7.768115930055186,1.0,0.0,40.45709970982735
2014-04-26,-2.5,3.7,0.4,5.3,116.51224967294517,2.477403940730887,0.5,0.0,45.041181293743996
2014-04-27,-5.4,12.5,4.8,0.0,116.44959173942232,5.224333928644637,0.5,0.0,43.360394353607276
2014-04-28,1.0,9.6,5.2,2.7,116.38746201662686,3.6833353663135746,0.5,0.0,44.919602396321956
2014-04-29,-2.9,15.9,7.6,0.0,116.3258771106427,6.011003495853799,0.5,0.0,42.990946060345856
2014-04-30,-3.1,19.8,9.2,0.0,116.2648534021809,7.048358040252643,0.5,0.0,40.82654905804224
2014-05-01,2.3,23.3,14.0,0.0,116.20440704393994,15.890858679721148,1.0,0.0,36.1924853333133
2014-05-02,2.5,11.8,6.5,5.4,116.14455395810654,4.038356003598573,0.5,0.0,40.54849861594945
2014-05-03,-0.8,3.2,1.2,6.5,116.0853098339957,2.0697546402162095,0.5,0.0,46.44903116477686
2014-05-04,1.9,8.7,4.3,2.8,116.0266901258267,3.137347586787859,0.5,0.0,48.20812576596653
2014-05-05,2.3,10.1,5.2,1.2,115.9687100506342,3.4952155771408004,0.5,0.0,48.20457010795246
2014-05-06,-1.5,4.1,1.2,3.8,115.91138458631089,2.445297543090458,0.5,0.0,51.16260927330455
2014-05-07,-4.0,10.1,2.6,0.0,115.85472846978024,4.164007383191326,0.5,0.0,49.64088439646617
2014-05-08,-2.5,17.9,8.8,0.0,115.79875619529595,6.527676424681423,0.5,0.0,47.326315605215115
2014-05-09,0.0,15.4,8.4,0.1,115.74348201286622,5.583624428930393,0.5,0.0,45.538798662754054
2014-05-10,0.5,10.4,5.2,2.8,115.68891992679946,3.9282145803010713,0.5,0.0,47.061040285065296
2014-05-11,-1.6,10.4,4.9,0.0,115.63508369436887,4.266424874258852,0.5,0.0,45.626880335917434
2014-05-12,-1.8,17.1,8.9,0.0,115.58198682459305,6.294921555583158,0.5,0.0,43.575325817770434
2014-05-13,-2.4,19.5,9.1,0.0,115.52964257712935,13.647583692781271,1.0,0.0,39.327483631783046
2014-05-14,-0.3,20.6,11.7,0.0,115.47806396127699,14.614455939773409,1.0,0.0,35.222128083505524
2014-05-15,4.8,15.7,11.8,0.2,115.42726373508695,5.2926279271437435,0.5,0.0,34.09057366387556
2014-05-16,4.1,14.5,9.1,0.1,115.3772544045749,4.696206151430592,0.5,0.0,33.04702822283206
2014-05-17,0.0,17.5,10.4,2.6,115.32804822303447,6.383532566334616,0.5,0.0,34.14019407368187
2014-05-18,3.1,20.2,12.5,0.0,115.27965719044687,6.777216561852988,0.5,0.0,32.48751201153164
2014-05-19,4.0,14.6,9.5,5.1,115.23209305298408,4.805593522077575,0.5,0.0,36.47235645959569
2014-05-20,6.5,19.5,12.1,0.0,115.18536730260139,5.826371592129182,0.5,0.0,34.95448859120856
2014-05-21,6.0,24.4,16.1,0.0,115.13949117671643,7.855809058502767,0.5,0.0,32.993090104707505
2014-05-22,6.8,25.8,17.7,0.0,115.09447565797086,16.712739016637727,1.0,0.0,29.054483645619012
2014-05-23,10.5,27.1,19.7,0.0,115.05033147407097,16.495336715209316,1.0,0.0,25.631172996897384
2014-05-24,10.9,21.3,16.6,0.0,115.00706909770385,11.972577228647438,1.0,0.0,23.43923586713898
2014-05-25,8.0,20.0,14.8,0.0,114.96469874652523,12.18318188242423,1.0,0.0,21.39948962603615
2014-05-26,6.5,21.5,14.6,0.0,114.92323038321578,13.532762622293852,1.0,0.0,19.330959530697672
2014-05-27,5.7,21.2,14.9,0.0,114.88267371560143,13.878934794986735,1.0,0.0,17.414580053189955
2014-05-28,9.5,15.5,12.1,8.6,114.84303819683481,3.9464762203310797,0.5,0.0,25.523678438425907
2014-05-29,4.4,17.0,11.9,0.0,114.80433302563382,5.678818717889678,0.5,0.0,24.48836170367212
2014-05-30,4.4,21.7,14.3,0.0,114.76656714657331,7.1895461994560215,0.5,0.0,23.23078879068969
2014-05-31,5.4,21.3,12.5,1.8,114.72974925042693,6.503920716360482,0.5,0.0,23.95156587302425
2014-06-01,4.4,21.7,12.8,1.0,114.69388777455488,6.849245857651954,0.5,0.0,23.779778992023612
2014-06-02,5.4,21.4,13.1,2.6,114.65899090333433,6.6494326185359744,0.5,0.0,25.250335862801197
2014-06-03,4.0,19.6,12.9,0.0,114.62506656862845,6.52136155677815,0.5,0.0,24.074146080005423
2014-06-04,10.4,22.7,16.1,0.0,114.5921224502912,6.392415866298708,0.5,0.0,22.974917841652427
2014-06-05,3.7,16.7,8.9,0.4,114.56016597670349,5.174573679485981,0.5,0.0,22.52573637628266
2014-06-06,3.3,15.9,9.1,0.0,114.52920432533807,5.131115605419884,0.5,0.0,21.70014953739753
2014-06-07,2.3,19.3,11.8,0.0,114.49924442334884,6.5565714153187376,0.5,0.0,20.68387396479008
2014-06-08,3.2,23.2,14.2,0.0,114.47029294818208,15.372544875517734,1.0,0.0,18.412704102480877
2014-06-09,6.6,21.7,14.6,0.8,114.44235632820539,6.760491615310124,0.5,0.0,18.323568876052246
2014-06-10,2.5,18.7,11.6,1.2,114.41544074335185,6.352541033708132,0.5,0.0,18.692131567701537
2014-06-11,6.8,17.2,11.0,7.5,114.38955212577562,4.984866367998846,0.5,0.0,25.526576010572644
2014-06-12,3.1,22.1,13.7,0.0,114.364696160516,7.367791684535763,0.5,0.0,24.18318676439145
2014-06-13,8.3,19.2,12.4,22.9,114.34087828616713,5.349087710550511,0.5,0.0,46.15920114208178
2014-06-14,6.9,14.0,9.7,13.1,114.3181036955499,3.9303830970968807,0.5,0.0,57.96332011390797
2014-06-15,7.2,16.0,11.1,0.9,114.29637733638367,4.597583735640649,0.5,0.0,56.95981141519771
2014-06-16,6.7,16.1,10.6,14.9,114.27570391195442,4.668680728996114,0.5,0.0,69.96033160175924
2014-06-17,9.1,10.9,10.1,75.6,114.25608788177703,2.0066785530168816,0.5,0.0,144.5575609089935
2014-06-18,9.5,12.7,11.4,21.8,114.23753346224909,2.799784865582201,0.5,0.0,163.5577760434113
2014-06-19,8.1,15.6,12.3,7.0,114.22004462729313,4.417712573356473,0.5,0.0,166.14006347005483
2014-06-20,10.5,24.4,17.7,0.0,114.2036251089857,7.092080334249063,0.5,0.0,159.04798313580577
2014-06-21,11.3,18.8,15.1,0.0,114.18827839817014,4.827319660009181,0.5,0.0,154.22066347579658
2014-06-22,6.7,21.4,15.5,0.0,114.17400774505148,13.67911957590959,1.0,0.0,140.541543899887
2014-06-23,7.4,23.2,16.1,0.0,114.16081615977089,14.435549017779342,1.0,0.0,126.10599488210765
2014-06-24,8.6,24.8,16.7,1.0,114.14870641295794,7.437133888164008,0.5,0.0,120.40694368183365
2014-06-25,10.4,20.5,16.5,0.2,114.1376810362588,5.837701105228111,0.5,0.0,115.58623119462952
2014-06-26,10.8,14.5,13.1,3.2,114.12774232283844,3.182794295678952,0.5,0.0,116.1584654995917
2014-06-27,7.3,22.9,15.5,0.0,114.11889232785538,7.042422619222013,0.5,0.0,110.31534403638852
2014-06-28,11.7,20.6,15.8,0.0,114.11113286890742,5.366860428809157,0.5,0.0,106.08643650353594
2014-06-29,11.3,21.0,14.7,9.3,114.10446552644702,5.419133782550524,0.5,0.0,111.28003227548798
2014-06-30,11.0,21.8,16.2,7.0,114.09889164416477,5.981777074220563,0.5,0.0,113.52537266203056
2014-07-01,12.4,23.2,18.0,1.0,114.0944123293404,6.298212123862229,0.5,0.0,109.41818067298786
2014-07-02,9.9,27.2,19.0,0.0,114.0910284531599,8.193705845490554,0.5,0.0,103.01432076882213
2014-07-03,13.2,27.6,20.7,0.0,114.08874065099779,7.820648470538232,0.5,0.0,97.25975798193483
2014-07-04,15.3,27.4,20.4,0.0,114.08754932266443,14.225983428762103,1.0,0.0,87.37678865810327
2014-07-05,14.8,27.2,21.7,0.0,114.08745463261701,14.891341665527209,1.0,0.0,78.08280570421485
2014-07-06,15.1,27.5,21.4,0.9,114.08845651013442,7.3891863228040595,0.5,0.0,74.86160284738806
2014-07-07,12.2,24.1,18.4,3.4,114.09055464945519,6.684820438338841,0.5,0.0,74.68705732766645
2014-07-08,9.5,28.3,19.7,0.0,114.09374850987862,8.704223716487903,0.5,0.0,70.04353692976527
2014-07-09,13.4,31.5,23.0,0.0,114.09803731582907,9.292565432932669,0.5,0.0,65.39436442923756
2014-07-10,13.8,25.0,19.2,2.0,114.10342005688321,6.629295845448815,0.5,0.0,64.2978030833339
2014-07-11,11.3,21.8,16.6,0.0,114.10989548776078,5.968076799287799,0.5,0.0,61.55684432028519
2014-07-12,10.1,27.7,19.2,0.0,114.1174621282791,8.311284834360626,0.5,0.0,57.90244098706887
2014-07-13,11.3,28.4,20.7,0.0,114.1261182632718,17.050292344253357,1.0,0.0,50.850629942244574
2014-07-14,10.9,26.1,19.4,0.0,114.13586194247252,15.533697941302659,1.0,0.0,45.20849904476037
2014-07-15,14.5,26.2,20.1,0.0,114.14669098036408,13.886201601803878,1.0,0.0,40.72439667439966
2014-07-16,11.1,29.8,20.3,0.0,114.15860295599465,17.649907082806386,1.0,0.0,35.590240836496065
2014-07-17,14.4,31.6,21.5,0.0,114.17159521276103,17.46235616941932,1.0,0.0,31.151030396193875
2014-07-18,9.6,23.0,17.5,0.0,114.1856648581611,13.846075284278953,1.0,0.0,28.07017673870414
2014-07-19,15.7,28.4,21.8,0.0,114.20080876351624,15.123566666223159,1.0,0.0,25.03788252984372
2014-07-20,8.3,23.9,16.1,0.0,114.2170235636652,14.35095606872558,1.0,0.0,22.471328585274442
2014-07-21,9.5,22.7,15.6,6.1,114.23430565663126,6.504111565725095,0.5,0.0,27.527356955640926
2014-07-22,7.8,23.5,16.8,0.0,114.25265120326381,7.349371738683208,0.5,0.0,26.082294246709267
2014-07-23,11.4,26.2,19.2,7.4,114.2720561268568,7.631864077421034,0.5,0.0,32.060461928722226
2014-07-24,11.6,20.0,15.8,0.0,114.29251611274547,5.222214635190748,0.5,0.0,30.86455754661402
2014-07-25,11.8,23.7,17.1,0.0,114.31402660788353,6.4573813306132735,0.5,0.0,29.440955991762987
2014-07-26,6.5,22.4,15.1,0.0,114.3365828204032,14.075624338584072,1.0,0.0,26.480957158128405
2014-07-27,6.4,26.5,17.2,0.0,114.36017971915982,16.839488721057723,1.0,0.0,23.295773019649005
2014-07-28,10.6,28.8,19.9,0.0,114.38481203326394,17.263681146180353,1.0,0.0,20.423124466327494
2014-07-29,10.3,31.7,21.2,0.0,114.41047425160296,19.369806339660176,1.0,0.0,17.597467568016498
2014-07-30,10.9,32.6,21.5,0.0,114.43716062235524,19.65972732986126,1.0,0.0,15.126314610278776
2014-07-31,10.7,28.8,21.4,0.0,114.46486515249869,17.91371063025368,1.0,0.0,13.190825875773687
2014-08-01,13.0,26.5,20.3,0.0,114.4935816073176,15.040455888860732,1.0,0.0,11.773711342043566
2014-08-02,13.9,26.4,20.3,0.0,114.52330350990947,14.47644245629754,1.0,0.0,10.556272379613914
2014-08-03,12.1,25.9,18.9,0.0,114.55402414069553,14.655611926873227,1.0,0.0,9.451210726828256
2014-08-04,9.0,25.9,18.1,0.2,114.58573653693762,7.934624245396363,0.5,0.0,9.11555497124653
2014-08-05,10.4,25.3,18.0,0.2,114.61843349226446,7.4317079225599665,0.5,0.0,8.831668241972645
2014-08-06,10.9,29.1,20.2,0.0,114.65210755621082,8.720860438914189,0.5,0.0,8.281527197822403
2014-08-07,12.5,24.9,19.0,0.0,114.68675103377208,6.973164563266325,0.5,0.0,7.869038255068249
2014-08-08,10.4,29.7,19.0,0.0,114.7223559849785,17.404539203693794,1.0,0.0,6.890774077884666
2014-08-09,7.2,22.5,15.7,0.0,114.75891422449149,14.111232651760849,1.0,0.0,6.196221819572142
2014-08-10,7.5,27.0,17.5,0.0,114.79641732122596,16.792228859324368,1.0,0.0,5.453019142019323
2014-08-11,8.5,29.5,19.1,0.0,114.83485659800182,18.222071443017228,1.0,0.0,4.74326696783349
2014-08-12,8.8,31.2,20.7,0.0,114.8742231312284,19.64243502179337,1.0,0.0,4.077771873500003
2014-08-13,14.7,31.4,22.5,0.0,114.91450775062508,17.759312195286704,1.0,0.0,3.5604974180525337
2014-08-14,12.9,24.1,18.6,1.2,114.95570103898156,6.570507459502612,0.5,0.0,4.593395454875005
2014-08-15,13.8,26.6,18.6,2.5,114.99779333196186,7.026739910751435,0.5,0.0,6.862848346527617
2014-08-16,14.0,25.7,18.7,0.7,115.04077471795506,6.739002174182495,0.5,0.0,7.2325001327538
2014-08-17,13.7,25.4,19.1,0.8,115.08463503797685,6.8154517141692,0.5,0.0,7.680409022557329
2014-08-18,9.9,30.3,20.2,0.0,115.12936388562504,9.271345998586225,0.5,0.0,7.171782383565954
2014-08-19,12.2,29.0,19.0,6.8,115.17495060709321,8.151142725692939,0.5,0.0,13.554223656379838
2014-08-20,9.1,18.1,14.0,8.5,115.22138430124579,5.157502733249388,0.5,0.0,21.55489547384518
2014-08-21,11.2,13.5,12.2,6.2,115.2686538197583,2.460675795889113,0.5,0.0,27.376041119735103
2014-08-22,8.6,12.7,10.7,3.4,115.31674776732613,3.122390216360596,0.5,0.0,30.165479098628342
2014-08-23,7.5,12.6,9.4,4.3,115.36565450194603,3.324976114449597,0.5,0.0,33.74905411660072
2014-08-24,9.8,16.7,12.8,0.0,115.4153621352733,4.352788784397989,0.5,0.0,32.69975051486657
2014-08-25,6.0,22.9,14.6,0.0,115.4658585330587,7.216056999160563,0.5,0.0,31.01429863219795
2014-08-26,9.0,26.9,17.8,0.0,115.51713131566802,16.32716974543176,1.0,0.0,27.397329215745035
2014-08-27,11.6,29.8,21.2,0.0,115.56916785868869,18.043894797262784,1.0,0.0,23.866225457924482
2014-08-28,10.7,22.2,14.8,13.0,115.62195529362596,5.997425103872439,0.5,0.0,35.84382617438137
2014-08-29,7.0,25.5,15.6,0.0,115.67548050869259,7.797073832102447,0.5,0.0,33.847562180762104
2014-08-30,11.2,22.7,16.7,0.0,115.72973014969541,6.352884493261513,0.5,0.0,32.31163608852733
2014-08-31,6.3,20.4,14.1,0.0,115.78469062102162,13.014856321246146,1.0,0.0,29.307841079980363
2014-09-01,6.3,21.9,14.9,0.0,115.8403480867286,14.039702486194761,1.0,0.0,26.36874558515464
2014-09-02,9.6,22.2,14.8,0.0,115.89668847174002,12.58525149848371,1.0,0.0,23.99833633594962
2014-09-03,7.8,11.1,9.0,32.0,115.95369746315136,2.648709743512582,0.5,0.0,55.5443032839416
2014-09-04,2.5,20.3,11.2,0.0,116.01136051164822,6.659881817047488,0.5,0.0,52.90202831621808
2014-09-05,3.1,22.5,12.6,0.0,116.06966283303959,7.2920758077559755,0.5,0.0,50.146559738604395
2014-09-06,5.1,25.3,14.9,0.0,116.12858940990994,16.015871927703742,1.0,0.0,44.409839178687015
2014-09-07,7.5,27.1,18.0,0.0,116.18812499339188,17.28067906844787,1.0,0.0,38.92818076205649
2014-09-08,0.6,13.2,6.4,1.1,116.24825410506274,4.685382823099593,0.5,0.0,38.725370551506096
2014-09-09,0.8,4.5,2.7,0.4,116.30896103896725,2.151918914398405,0.5,0.0,38.53012871324272
2014-09-10,0.8,4.1,2.3,12.7,116.37022986376888,1.9936683894421439,0.5,0.0,50.681440858551795
2014-09-11,-0.4,9.3,3.8,0.0,116.43204442503215,3.6751083286644053,0.5,0.0,49.351013819923395
2014-09-12,-1.2,15.0,6.9,0.0,116.4943883476382,5.433972915488875,0.5,0.0,47.43549901671353
2014-09-13,-0.7,13.5,6.1,0.0,116.55724503833557,9.850751105644223,1.0,0.0,44.097818342530125
2014-09-14,-0.4,18.6,8.4,0.0,116.62059768842819,12.4980239848468,1.0,0.0,40.16113554735613
2014-09-15,1.7,23.6,12.3,0.0,116.6844292766027,15.423731576019314,1.0,0.0,35.7366028725665
2014-09-16,3.9,26.8,15.0,0.0,116.74872257189614,17.196169662281307,1.0,0.0,31.347083685779193
2014-09-17,4.5,28.5,15.9,0.0,116.81346013680673,18.09740932042031,1.0,0.0,27.294933653900507
2014-09-18,10.5,28.6,18.1,0.0,116.87862433054761,16.751620526599705,1.0,0.0,24.028973861980102
2014-09-19,13.7,24.0,18.9,0.0,116.94419731244662,12.925619078822372,1.0,0.0,21.810478412016288
2014-09-20,5.2,21.9,14.5,0.0,117.01016104549166,14.49346860458586,1.0,0.0,19.552553525476604
2014-09-21,3.6,26.7,15.0,0.0,117.07649730002382,17.319587868928227,1.0,0.0,17.13368089085936
2014-09-22,7.8,28.5,18.6,0.0,117.14318765757848,18.205038143011958,1.0,0.0,14.905685789800147
2014-09-23,12.3,24.6,17.3,0.2,117.21021351487526,6.769913702880331,0.5,0.0,14.384898600663028
2014-09-24,10.1,29.7,19.0,0.0,117.27755608795772,8.96496844060673,0.5,0.0,13.4637545865468
2014-09-25,6.4,25.2,16.4,0.0,117.34519641648254,8.164476632277257,0.5,0.0,12.678579517228393
2014-09-26,8.1,21.0,16.1,0.0,117.41311536815888,13.415262157864683,1.0,0.0,11.463676174278733
2014-09-27,4.0,10.7,8.0,0.2,117.48129364333825,3.6811526815451474,0.5,0.0,11.362250872212222
2014-09-28,4.7,16.0,9.6,0.2,117.5497117797538,5.080066022984286,0.5,0.0,11.149958125065444
2014-09-29,6.8,21.9,13.9,1.5,117.61835015741025,6.797994713741508,0.5,0.0,12.108548436546629
2014-09-30,6.3,15.9,11.2,3.6,117.68718900362265,4.961589245879704,0.5,0.0,15.27942241007532
2014-10-01,2.4,15.4,9.0,0.0,117.7562083982042,5.338856982392302,0.5,0.0,14.696746331354234
2014-10-02,-4.1,6.6,1.5,8.1,117.82538827880234,3.4901659793962723,0.5,0.0,22.43036001668631
2014-10-03,-6.9,15.4,5.1,0.0,117.89470844638183,5.981914896046623,0.5,0.0,21.471956411632707
2014-10-04,11.4,23.0,16.2,0.0,117.96414857085406,6.4093789920120425,0.5,0.0,20.488942794903302
2014-10-05,5.1,20.5,13.4,0.0,118.03368819685129,13.561537564738705,1.0,0.0,18.504217313654276
2014-10-06,6.5,23.3,15.8,0.0,118.10330674964435,15.263143060780537,1.0,0.0,16.486842198753724
2014-10-07,0.6,19.0,10.0,0.0,118.17298354120207,13.22391067305385,1.0,0.0,14.929552709346195
2014-10-08,3.3,13.7,8.1,0.0,118.2426977763913,9.267845018368602,1.0,0.0,13.941232847176298
2014-10-09,2.5,18.3,9.5,0.0,118.31242855931423,12.047850192048537,1.0,0.0,12.74150509835311
2014-10-10,2.7,23.6,12.5,0.0,118.38215489978316,15.388277583935203,1.0,0.0,11.341006403420373
2014-10-11,5.1,20.4,13.4,0.0,118.45185571992802,13.56532419998118,1.0,0.0,10.242117627588517
2014-10-12,2.9,16.8,9.6,0.0,118.5215098609358,11.361695282279594,1.0,0.0,9.41091891666048
2014-10-13,2.7,17.5,11.0,0.0,118.591096089919,12.330009966883846,1.0,0.0,8.582085173517912
2014-10-14,6.4,21.8,13.8,0.0,118.66059310690996,13.80835541596745,1.0,0.0,7.735624585760483
2014-10-15,0.6,15.5,8.2,1.5,118.72997955197839,5.590940605571207,0.5,0.0,8.926700174289174
2014-10-16,3.0,15.5,8.4,0.2,118.79923401246943,5.163306923863902,0.5,0.0,8.79747665416657
2014-10-17,-1.8,18.2,8.0,0.0,118.86833503035827,6.435153146605236,0.5,0.0,8.393097300071954
2014-10-18,8.6,19.7,14.1,0.0,118.93726110971845,5.931002529136049,0.5,0.0,8.037529576400441
2014-10-19,3.3,22.6,12.2,0.0,119.00599072430045,14.718268879027512,1.0,0.0,7.192540137624743
2014-10-20,4.4,25.4,13.5,0.0,119.07450232521606,16.027314499987767,1.0,0.0,6.369132260199764
2014-10-21,2.9,14.0,10.8,0.0,119.14277434872606,10.653277270510216,1.0,0.0,5.884474174910768
2014-10-22,2.9,17.2,10.4,0.0,119.21078522412583,11.929456964110194,1.0,0.0,5.383055736153511
2014-10-23,7.5,17.8,12.3,0.0,119.27851338172566,10.812729158263195,1.0,0.0,4.9673019953044895
2014-10-24,2.8,13.7,8.8,0.0,119.34593726092137,9.835365963218166,1.0,0.0,4.61833604549275
2014-10-25,2.5,14.0,6.4,0.0,119.41303531835055,9.196107150957124,1.0,0.0,4.3149738088250436
2014-10-26,0.3,12.9,6.4,6.5,119.4797860361303,4.815629632556513,0.5,0.0,10.666550124985879
2014-10-27,-5.6,5.7,1.4,0.0,119.54616793017159,3.6202129134575274,0.5,0.0,10.390727392810765
2014-10-28,-6.0,12.5,3.4,0.0,119.61215955856541,5.117467109320926,0.5,0.0,10.010911637991986
2014-10-29,2.7,15.6,9.7,0.0,119.67773953003616,11.092486931839385,1.0,0.0,9.217726591418952
2014-10-30,-3.3,14.3,3.6,0.0,119.74288651245699,10.088064013305553,1.0,0.0,8.553519334909073
2014-10-31,2.5,19.2,9.5,0.0,119.80757924142225,12.542761806966938,1.0,0.0,7.787199651844424
2014-11-01,-0.7,6.1,2.0,4.2,119.87179652887106,2.9039869757660446,0.5,0.0,11.825671606368381
2014-11-02,-4.4,1.7,0.1,10.8,119.93551727175836,2.487847551625555,0.5,0.0,22.415525405281013
